질문,답변
"완주곶감축제의 특별한 행사나 활동 중에서 어떤 것이 가장 인기 있는지, 관광객들이 기대할 만한 하이라이트가 무엇인지 알려주세요.","완숙되기 전 생감의 껍질을 깎은뒤 수분을 날리는 작업을 거쳐 만드는 곶감은 맛과 식감이 매우 달고 부드러워 겨울철 간식으로 사랑받는다. 조선시대에는 우수한 품질의 곶감을 임금님께 진상하기도 했는데 완주에서 생산되는 곶감도 진상품으로서, 훌륭함이 널리 알려져있다. 곶감이 완전히 맛이 들어 상품이 되는 매년 초겨울이면 장선천 둔치에서 축제를 열어 관광객들에게 부드러운 맛을 선물한다. 깜짝경매와 장터를 통해 합리적인 가격에 구매할 수도 있고 무료시식과 체험 프로그램을 통해 곶감을 접해볼 수 있으니 아이들과 함께 달콤한 겨울을 맞기 좋은 축제이다."
진안군 축제는 뭐가 있을까요?,"진안꽃잔디축제, 진안고원김치보쌈축제, 진안고원 운장산 고로쇠 축제, 진안홍삼축제, 동향 한여름 수박축제, 마이문화제, 진안군 마을축제, 옥정호 꽃걸음빛바람축제, 진안운일암반일암 무릉계곡 산삼축제, 정월 대보름 달집태우기가 있습니다."
원연장마을에서 열리는 진안꽃잔디축제는 언제 개최되며 어떤 특징적인 꽃을 감상할 수 있는 축제인가요?,"전북 진안군 진안읍의 원연장마을은 매년 봄 분홍빛 꽃잔디로 뒤덮인다. 10여 년에 걸쳐 조성한 이 꽃동산은 다른 지역에서는 쉽게 찾아볼 수 없는 진안군의 자랑거리. 2009년부터 원연장꽃잔디축제를 개최하고 있어 색다른 봄꽃을 찾는 여행자들로 매년 봄마다 북적이고 있다. 원연장마을은 2011년 제 1회 대한민국 농어촌마을대상에서 대통령상을 수상한 곳이기도 하니, 꽃잔디를 감상하는 김에 마을까지를 함께 둘러보면 좋다."
"진안꽃잔디축제의 주요 목적이나 활동은 어떤 것들이며, 축제 방문객들은 어떤 즐거운 경험을 할 수 있나요?","전북 진안군 진안읍의 원연장마을은 매년 봄 분홍빛 꽃잔디로 뒤덮인다. 10여 년에 걸쳐 조성한 이 꽃동산은 다른 지역에서는 쉽게 찾아볼 수 없는 진안군의 자랑거리. 2009년부터 원연장꽃잔디축제를 개최하고 있어 색다른 봄꽃을 찾는 여행자들로 매년 봄마다 북적이고 있다. 원연장마을은 2011년 제 1회 대한민국 농어촌마을대상에서 대통령상을 수상한 곳이기도 하니, 꽃잔디를 감상하는 김에 마을까지를 함께 둘러보면 좋다."
"원연장마을은 2011년 대한민국 농어촌마을대상에서 대통령상을 수상한 곳인데, 이 마을에서 어떤 농촌 문화와 특별한 행사가 열리나요?","전북 진안군 진안읍의 원연장마을은 매년 봄 분홍빛 꽃잔디로 뒤덮인다. 10여 년에 걸쳐 조성한 이 꽃동산은 다른 지역에서는 쉽게 찾아볼 수 없는 진안군의 자랑거리. 2009년부터 원연장꽃잔디축제를 개최하고 있어 색다른 봄꽃을 찾는 여행자들로 매년 봄마다 북적이고 있다. 원연장마을은 2011년 제 1회 대한민국 농어촌마을대상에서 대통령상을 수상한 곳이기도 하니, 꽃잔디를 감상하는 김에 마을까지를 함께 둘러보면 좋다."
꽃잔디와 원연장마을을 함께 즐길 수 있는 관광 명소나 활동이 무엇인지 알려주세요.,"전북 진안군 진안읍의 원연장마을은 매년 봄 분홍빛 꽃잔디로 뒤덮인다. 10여 년에 걸쳐 조성한 이 꽃동산은 다른 지역에서는 쉽게 찾아볼 수 없는 진안군의 자랑거리. 2009년부터 원연장꽃잔디축제를 개최하고 있어 색다른 봄꽃을 찾는 여행자들로 매년 봄마다 북적이고 있다. 원연장마을은 2011년 제 1회 대한민국 농어촌마을대상에서 대통령상을 수상한 곳이기도 하니, 꽃잔디를 감상하는 김에 마을까지를 함께 둘러보면 좋다."
진안고원김치보쌈축제는 어떤 종류의 음식을 중심으로 열리며 어떤 활동과 프로그램이 포함되어 있나요?,"진안고원김치보쌈축제는 청정 진안고원에서 나오는 신선한 농산물을 활용해 담근 김장김치와 보쌈, 맛좋은 막걸리를 즐기면서 전통놀이체험부스에서 전통놀이도 즐기고 가요제를 보면서 직접 노래자랑도 참여하는 즐거운 축제이다."
진안고원 운장산 고로쇠 축제가 어떤 연도에 시작되었나요?,진안고원 운장산고로쇠축제는 2005년 처음 시작했다. 이 축제는 당시 운장산 고로쇠약수의 판로가 막막하여 타 지역에 헐값으로 판매하던 것을 제값을 받고 판매할 수 있도록 축제를 통해 홍보하여 농가소득을 올려보자는 취지에서 시작됐다. 온라인 판매행사와 고로쇠 수액을 상품으로 받을 수 있는 이벤트도 진행된다.
진안고원 운장산 고로쇠 축제의 시작 배경과 목적은 무엇이었나요?,진안고원 운장산고로쇠축제는 2005년 처음 시작했다. 이 축제는 당시 운장산 고로쇠약수의 판로가 막막하여 타 지역에 헐값으로 판매하던 것을 제값을 받고 판매할 수 있도록 축제를 통해 홍보하여 농가소득을 올려보자는 취지에서 시작됐다. 온라인 판매행사와 고로쇠 수액을 상품으로 받을 수 있는 이벤트도 진행된다.
진안고원 운장산 고로쇠 축제에서 어떤 행사나 이벤트가 주로 열리나요?,진안고원 운장산고로쇠축제는 2005년 처음 시작했다. 이 축제는 당시 운장산 고로쇠약수의 판로가 막막하여 타 지역에 헐값으로 판매하던 것을 제값을 받고 판매할 수 있도록 축제를 통해 홍보하여 농가소득을 올려보자는 취지에서 시작됐다. 온라인 판매행사와 고로쇠 수액을 상품으로 받을 수 있는 이벤트도 진행된다.
진안고원 운장산 고로쇠 축제 참가자들이 어떻게 고로쇠 수액을 상품으로 받을 수 있는지 알려주세요.,진안고원 운장산고로쇠축제는 2005년 처음 시작했다. 이 축제는 당시 운장산 고로쇠약수의 판로가 막막하여 타 지역에 헐값으로 판매하던 것을 제값을 받고 판매할 수 있도록 축제를 통해 홍보하여 농가소득을 올려보자는 취지에서 시작됐다. 온라인 판매행사와 고로쇠 수액을 상품으로 받을 수 있는 이벤트도 진행된다.
진안고원 운장산 고로쇠 축제를 통해 현재 운장산 고로쇠약수의 상황이 어떻게 변화하고 있는지 설명해주세요.,진안고원 운장산고로쇠축제는 2005년 처음 시작했다. 이 축제는 당시 운장산 고로쇠약수의 판로가 막막하여 타 지역에 헐값으로 판매하던 것을 제값을 받고 판매할 수 있도록 축제를 통해 홍보하여 농가소득을 올려보자는 취지에서 시작됐다. 온라인 판매행사와 고로쇠 수액을 상품으로 받을 수 있는 이벤트도 진행된다.
진안 홍삼축제가 열리는 지역은 어디인가요?,"해발 400m 이상의 고지대에 위치하고 있어 ‘진안고원’이라고도 일컬어지는 전북 진안은 질 좋은 홍삼으로 명성이 높다. 진안 홍삼은 청정 고랭지에서 친환경 농법으로 생산되어 대내외적으로 그 효능을 인정받고 있다. 오랜 세월 동안 건강 기능성 식품으로 인정 받고 있는 홍삼을 보다 널리 알리고자 진안군에서는 진안홍삼축제를 열고 있다. 주요 프로그램으로는 홍삼데이랑케, 홍삼 브레인 서바이벌, 홍삼족욕체험, 아토피 힐링체험, 인삼주 담그기 등의 홍삼체험 프로그램과 다채로운 문화콘텐츠 행사가 준비된다."
진안 홍삼의 특징 중 하나는 무엇인가요?,"해발 400m 이상의 고지대에 위치하고 있어 ‘진안고원’이라고도 일컬어지는 전북 진안은 질 좋은 홍삼으로 명성이 높다. 진안 홍삼은 청정 고랭지에서 친환경 농법으로 생산되어 대내외적으로 그 효능을 인정받고 있다. 오랜 세월 동안 건강 기능성 식품으로 인정 받고 있는 홍삼을 보다 널리 알리고자 진안군에서는 진안홍삼축제를 열고 있다. 주요 프로그램으로는 홍삼데이랑케, 홍삼 브레인 서바이벌, 홍삼족욕체험, 아토피 힐링체험, 인삼주 담그기 등의 홍삼체험 프로그램과 다채로운 문화콘텐츠 행사가 준비된다."
진안 홍삼축제에서 어떤 홍삼 관련 체험 프로그램들이 제공되나요?,"해발 400m 이상의 고지대에 위치하고 있어 ‘진안고원’이라고도 일컬어지는 전북 진안은 질 좋은 홍삼으로 명성이 높다. 진안 홍삼은 청정 고랭지에서 친환경 농법으로 생산되어 대내외적으로 그 효능을 인정받고 있다. 오랜 세월 동안 건강 기능성 식품으로 인정 받고 있는 홍삼을 보다 널리 알리고자 진안군에서는 진안홍삼축제를 열고 있다. 주요 프로그램으로는 홍삼데이랑케, 홍삼 브레인 서바이벌, 홍삼족욕체험, 아토피 힐링체험, 인삼주 담그기 등의 홍삼체험 프로그램과 다채로운 문화콘텐츠 행사가 준비된다."
"홍삼데이랑케, 홍삼 브레인 서바이벌, 홍삼족욕체험 외에 어떤 문화 행사가 진안홍삼축제에서 열리나요?","해발 400m 이상의 고지대에 위치하고 있어 ‘진안고원’이라고도 일컬어지는 전북 진안은 질 좋은 홍삼으로 명성이 높다. 진안 홍삼은 청정 고랭지에서 친환경 농법으로 생산되어 대내외적으로 그 효능을 인정받고 있다. 오랜 세월 동안 건강 기능성 식품으로 인정 받고 있는 홍삼을 보다 널리 알리고자 진안군에서는 진안홍삼축제를 열고 있다. 주요 프로그램으로는 홍삼데이랑케, 홍삼 브레인 서바이벌, 홍삼족욕체험, 아토피 힐링체험, 인삼주 담그기 등의 홍삼체험 프로그램과 다채로운 문화콘텐츠 행사가 준비된다."
"진안 홍삼축제의 목표는 무엇이며, 어떤 방식으로 홍삼을 널리 알리고 있나요?","해발 400m 이상의 고지대에 위치하고 있어 ‘진안고원’이라고도 일컬어지는 전북 진안은 질 좋은 홍삼으로 명성이 높다. 진안 홍삼은 청정 고랭지에서 친환경 농법으로 생산되어 대내외적으로 그 효능을 인정받고 있다. 오랜 세월 동안 건강 기능성 식품으로 인정 받고 있는 홍삼을 보다 널리 알리고자 진안군에서는 진안홍삼축제를 열고 있다. 주요 프로그램으로는 홍삼데이랑케, 홍삼 브레인 서바이벌, 홍삼족욕체험, 아토피 힐링체험, 인삼주 담그기 등의 홍삼체험 프로그램과 다채로운 문화콘텐츠 행사가 준비된다."
동향면의 수박은 어떤 특징을 가지고 있나요?,"진안군은 약 30년 전부터 수박 재배를 시작했으며 그 중심은 동향면이었다. 동향면에서 생산되는 수박은 고랭지 기후의 영향으로 아삭한 식감과 높은 당도를 자랑한다. 이러한 동향 수박을 주제로 동향면에서는 수박축제를 열고 있다. 축제에서는 수박 공예 전시를 비롯하여 수박 빨리 먹기, 깜짝 수박 경매, 수박왕 시상 등 수박과 관련된 다채로운 행사가 펼쳐져 많은 관광객들의 이목을 집중시키고 있다."
동향면에서 열리는 수박축제의 목적은 무엇인가요?,"진안군은 약 30년 전부터 수박 재배를 시작했으며 그 중심은 동향면이었다. 동향면에서 생산되는 수박은 고랭지 기후의 영향으로 아삭한 식감과 높은 당도를 자랑한다. 이러한 동향 수박을 주제로 동향면에서는 수박축제를 열고 있다. 축제에서는 수박 공예 전시를 비롯하여 수박 빨리 먹기, 깜짝 수박 경매, 수박왕 시상 등 수박과 관련된 다채로운 행사가 펼쳐져 많은 관광객들의 이목을 집중시키고 있다."
동향 한여름 수박축제에서 어떤 종류의 행사들이 진행되나요?,"진안군은 약 30년 전부터 수박 재배를 시작했으며 그 중심은 동향면이었다. 동향면에서 생산되는 수박은 고랭지 기후의 영향으로 아삭한 식감과 높은 당도를 자랑한다. 이러한 동향 수박을 주제로 동향면에서는 수박축제를 열고 있다. 축제에서는 수박 공예 전시를 비롯하여 수박 빨리 먹기, 깜짝 수박 경매, 수박왕 시상 등 수박과 관련된 다채로운 행사가 펼쳐져 많은 관광객들의 이목을 집중시키고 있다."
마이문화제는 어떤 역사적 배경을 가지고 개최되나요?,"진안군은 태종실록에서 태종이 남행해 영산인 마이산에서 산신제를 봉행했다는 12일을 군민의 날로 정하고 마이산신제와 함께 다양한 행사를 진행하는 마이문화제를 개최하고 있다. 마이산 신령에게 국태민안과 풍년 농사를 기원하기 위한 마이산 산신제를 시작으로, 군민노래자랑, 읍면 국악 경연대회, 풍등 날리기, 청소년 어울한마당, 다양한 전시홍보관, 먹거리 시식회 등 전통과 현재를 아우르는 다양한 볼거리와 먹을 거리가 제공되고 있으며, 진안 홍삼과 농특산물의 홍보로 지역 경제가 활성화되는 계기를 마련하고 있다."
